order_id,datetime,customer_id,num_items,items,order_value,delivery_time_minutes,order_type,payment_method,day_of_week,hour,is_peak_hour,customer_rating,is_weekend,month
ORD-08692,2024-01-18 03:21:40.996721,CUST-0949,3,"Dessert, Noodles, Beverage",26.27,39,Takeaway,Debit Card,Thursday,3,0,4,0,1
ORD-08076,2024-01-18 07:02:35.688114,CUST-0660,3,"Salad, Burger, Rice Bowl",40.34,10,Takeaway,Cash,Thursday,7,0,5,0,1
ORD-06786,2024-01-18 07:30:07.970665,CUST-0453,4,"Salad, Rice Bowl, Pasta, Pizza",56.08,33,Takeaway,Credit Card,Thursday,7,0,5,0,1
ORD-06650,2024-01-18 07:46:42.173311,CUST-0219,5,"Salad, Dessert, Noodles, Burger, Pizza",65.74,44,Takeaway,Debit Card,Thursday,7,0,4,0,1
ORD-02655,2024-01-18 08:28:50.951223,CUST-0207,1,Noodles,16.82,40,Takeaway,Debit Card,Thursday,8,0,5,0,1
ORD-08383,2024-01-18 08:52:08.512876,CUST-0125,1,Dessert,6.79,33,Takeaway,Credit Card,Thursday,8,0,3,0,1
ORD-06458,2024-01-18 09:31:50.136078,CUST-0666,1,Sandwich,8.97,34,Takeaway,Credit Card,Thursday,9,0,5,0,1
ORD-08122,2024-01-18 09:43:27.887363,CUST-0090,4,"Pasta, Pizza, Sandwich, Rice Bowl",59.0,30,Takeaway,Credit Card,Thursday,9,0,4,0,1
ORD-01875,2024-01-18 10:39:33.641946,CUST-0160,4,"Burger, Pizza, Sandwich, Beverage",45.12,13,Takeaway,Credit Card,Thursday,10,0,2,0,1
ORD-09889,2024-01-18 12:34:33.456489,CUST-0570,1,Pasta,15.93,15,Takeaway,Credit Card,Thursday,12,1,5,0,1
ORD-04646,2024-01-18 12:34:54.217134,CUST-0131,3,"Pasta, Salad, Pizza",46.38,20,Takeaway,Debit Card,Thursday,12,1,4,0,1
ORD-00637,2024-01-18 12:49:46.300845,CUST-0815,1,Sandwich,8.45,19,Takeaway,Cash,Thursday,12,1,4,0,1
ORD-02754,2024-01-18 12:57:56.460920,CUST-0380,3,"Sushi Roll, Salad, Pasta",47.79,38,Takeaway,Credit Card,Thursday,12,1,5,0,1
ORD-07334,2024-01-18 13:20:06.878340,CUST-0293,5,"Pizza, Rice Bowl, Pasta, Salad, Beverage",57.07,39,Takeaway,Credit Card,Thursday,13,1,5,0,1
ORD-09251,2024-01-18 14:24:03.830410,CUST-0470,4,"Sandwich, Dessert, Beverage, Noodles",30.77,19,Takeaway,Credit Card,Thursday,14,1,5,0,1
ORD-05194,2024-01-18 17:12:05.770471,CUST-0466,5,"Dessert, Sushi Roll, Salad, Beverage, Pasta",59.15,22,Takeaway,Cash,Thursday,17,0,5,0,1
ORD-07902,2024-01-18 17:42:48.377699,CUST-0436,5,"Sandwich, Sushi Roll, Pasta, Burger, Salad",63.89,14,Takeaway,Credit Card,Thursday,17,0,5,0,1
ORD-04372,2024-01-18 19:09:46.647360,CUST-0523,2,"Salad, Sandwich",18.08,16,Takeaway,Debit Card,Thursday,19,1,4,0,1
ORD-09508,2024-01-18 19:53:39.437205,CUST-0470,4,"Pasta, Burger, Sandwich, Rice Bowl",54.1,13,Takeaway,Credit Card,Thursday,19,1,4,0,1
ORD-07856,2024-01-18 20:38:11.638203,CUST-0580,2,"Pasta, Burger",24.57,27,Takeaway,Debit Card,Thursday,20,1,2,0,1
ORD-02732,2024-01-18 21:24:18.258235,CUST-0335,2,"Pizza, Beverage",23.28,21,Takeaway,Cash,Thursday,21,1,4,0,1
ORD-03400,2024-01-18 21:32:49.491155,CUST-0716,5,"Sushi Roll, Rice Bowl, Salad, Pizza, Sandwich",69.47,16,Takeaway,Digital Wallet,Thursday,21,1,3,0,1
ORD-04870,2024-01-18 21:52:27.830234,CUST-0594,5,"Sushi Roll, Pasta, Rice Bowl, Dessert, Beverage",55.62,27,Takeaway,Debit Card,Thursday,21,1,4,0,1
ORD-06278,2024-01-18 23:13:40.466773,CUST-0422,5,"Pasta, Burger, Salad, Pizza, Noodles",68.31,30,Takeaway,Cash,Thursday,23,0,4,0,1
ORD-06170,2024-01-19 00:30:20.742082,CUST-0558,3,"Dessert, Rice Bowl, Pizza",35.3,14,Takeaway,Cash,Friday,0,0,3,0,1
ORD-08690,2024-01-19 01:43:13.827568,CUST-0359,3,"Noodles, Rice Bowl, Sandwich",45.23,43,Takeaway,Cash,Friday,1,0,3,0,1
ORD-08196,2024-01-19 03:37:02.787878,CUST-0732,1,Beverage,3.76,28,Takeaway,Credit Card,Friday,3,0,4,0,1
ORD-01259,2024-01-19 05:41:05.874773,CUST-0706,1,Rice Bowl,17.67,13,Takeaway,Credit Card,Friday,5,0,4,0,1
ORD-08376,2024-01-19 06:32:17.279227,CUST-0490,3,"Pasta, Beverage, Pizza",46.23,23,Takeaway,Cash,Friday,6,0,4,0,1
ORD-05023,2024-01-19 06:58:37.163703,CUST-0345,4,"Rice Bowl, Noodles, Sushi Roll, Pizza",72.0,26,Takeaway,Debit Card,Friday,6,0,4,0,1
ORD-03108,2024-01-19 06:59:25.146557,CUST-0579,1,Sushi Roll,22.28,24,Takeaway,Cash,Friday,6,0,3,0,1
ORD-04601,2024-01-19 08:35:37.402717,CUST-0047,5,"Pasta, Dessert, Sushi Roll, Pizza, Noodles",79.06,39,Takeaway,Debit Card,Friday,8,0,5,0,1
ORD-04635,2024-01-19 09:02:36.976308,CUST-0631,5,"Pasta, Noodles, Beverage, Salad, Dessert",49.08,35,Takeaway,Debit Card,Friday,9,0,3,0,1
ORD-07594,2024-01-19 09:37:00.810936,CUST-0398,3,"Burger, Dessert, Sushi Roll",37.16,40,Takeaway,Credit Card,Friday,9,0,3,0,1
ORD-05146,2024-01-19 10:08:18.428445,CUST-0572,4,"Pizza, Noodles, Beverage, Salad",46.36,24,Takeaway,Cash,Friday,10,0,4,0,1
ORD-06008,2024-01-19 10:26:17.583227,CUST-0903,4,"Dessert, Pasta, Sushi Roll, Beverage",50.27,33,Takeaway,Cash,Friday,10,0,4,0,1
ORD-00274,2024-01-19 11:19:01.128346,CUST-0353,3,"Noodles, Rice Bowl, Burger",47.75,25,Takeaway,Credit Card,Friday,11,1,5,0,1
ORD-07733,2024-01-19 11:27:47.147856,CUST-0612,5,"Salad, Burger, Rice Bowl, Sandwich, Noodles",56.4,19,Takeaway,Debit Card,Friday,11,1,3,0,1
ORD-09492,2024-01-19 12:49:42.293952,CUST-0153,2,"Sandwich, Sushi Roll",24.31,15,Takeaway,Credit Card,Friday,12,1,4,0,1
ORD-09676,2024-01-19 13:10:58.600609,CUST-0278,4,"Pasta, Sandwich, Salad, Burger",49.66,13,Takeaway,Cash,Friday,13,1,3,0,1
ORD-07905,2024-01-19 14:43:39.242151,CUST-0164,2,"Noodles, Salad",27.13,41,Takeaway,Credit Card,Friday,14,1,5,0,1
ORD-04719,2024-01-19 15:17:36.458330,CUST-0679,4,"Rice Bowl, Salad, Pasta, Burger",49.84,17,Takeaway,Cash,Friday,15,0,5,0,1
ORD-04636,2024-01-19 15:22:09.620118,CUST-0168,1,Beverage,4.3,17,Takeaway,Credit Card,Friday,15,0,3,0,1
ORD-07673,2024-01-19 16:35:07.577811,CUST-0941,1,Sushi Roll,16.43,33,Takeaway,Credit Card,Friday,16,0,4,0,1
ORD-04171,2024-01-19 17:33:59.013456,CUST-0545,2,"Pizza, Pasta",29.64,13,Takeaway,Digital Wallet,Friday,17,0,4,0,1
ORD-05380,2024-01-19 19:10:17.582113,CUST-0320,5,"Noodles, Salad, Sushi Roll, Sandwich, Burger",71.82,37,Takeaway,Credit Card,Friday,19,1,5,0,1
ORD-07548,2024-01-19 19:35:38.998349,CUST-0184,1,Noodles,10.83,12,Takeaway,Credit Card,Friday,19,1,4,0,1
ORD-04412,2024-01-19 21:02:28.492063,CUST-0052,3,"Sushi Roll, Salad, Pasta",49.65,41,Takeaway,Debit Card,Friday,21,1,4,0,1
ORD-08629,2024-01-19 21:29:10.008899,CUST-0083,4,"Dessert, Salad, Sushi Roll, Pasta",52.79,15,Takeaway,Cash,Friday,21,1,3,0,1
ORD-07247,2024-01-19 22:07:26.645371,CUST-0034,3,"Sandwich, Pasta, Sushi Roll",37.07,12,Takeaway,Debit Card,Friday,22,0,5,0,1
ORD-02502,2024-01-19 23:14:18.397370,CUST-0290,1,Noodles,15.37,41,Takeaway,Debit Card,Friday,23,0,5,0,1
ORD-03388,2024-01-19 23:28:02.821482,CUST-0877,3,"Sandwich, Noodles, Burger",31.1,33,Takeaway,Digital Wallet,Friday,23,0,5,0,1
ORD-03304,2024-01-20 00:35:27.944114,CUST-0473,1,Rice Bowl,17.7,32,Takeaway,Cash,Saturday,0,0,5,1,1
ORD-00176,2024-01-20 01:30:41.381599,CUST-0840,1,Burger,10.72,34,Takeaway,Debit Card,Saturday,1,0,5,1,1
ORD-04747,2024-01-20 02:41:44.107265,CUST-0408,2,"Burger, Rice Bowl",31.92,21,Takeaway,Credit Card,Saturday,2,0,5,1,1
ORD-05813,2024-01-20 03:01:58.219931,CUST-0682,5,"Sandwich, Rice Bowl, Salad, Pizza, Burger",65.64,15,Takeaway,Digital Wallet,Saturday,3,0,5,1,1
ORD-08880,2024-01-20 04:57:27.931384,CUST-0878,4,"Pasta, Beverage, Rice Bowl, Salad",37.06,10,Takeaway,Digital Wallet,Saturday,4,0,3,1,1
ORD-05592,2024-01-20 05:08:51.156103,CUST-0206,5,"Dessert, Pizza, Burger, Salad, Beverage",58.0,21,Takeaway,Debit Card,Saturday,5,0,2,1,1
ORD-06140,2024-01-20 05:09:36.206029,CUST-0503,1,Burger,10.83,33,Takeaway,Credit Card,Saturday,5,0,4,1,1
ORD-08152,2024-01-20 06:24:13.369528,CUST-0722,5,"Burger, Salad, Dessert, Rice Bowl, Beverage",54.12,34,Takeaway,Credit Card,Saturday,6,0,5,1,1
ORD-07020,2024-01-20 07:33:24.111071,CUST-0715,3,"Dessert, Sushi Roll, Sandwich",34.85,28,Takeaway,Cash,Saturday,7,0,4,1,1
ORD-01127,2024-01-20 07:42:18.555711,CUST-0278,4,"Burger, Rice Bowl, Beverage, Salad",48.48,31,Takeaway,Cash,Saturday,7,0,5,1,1
ORD-01789,2024-01-20 08:35:38.688677,CUST-0699,1,Sandwich,9.25,40,Takeaway,Credit Card,Saturday,8,0,1,1,1
ORD-01240,2024-01-20 09:23:35.590533,CUST-0655,3,"Pizza, Burger, Noodles",39.79,19,Takeaway,Cash,Saturday,9,0,1,1,1
ORD-06892,2024-01-20 09:42:05.549303,CUST-0243,1,Beverage,3.57,17,Takeaway,Debit Card,Saturday,9,0,1,1,1
ORD-00820,2024-01-20 10:21:14.308953,CUST-0901,4,"Pasta, Sushi Roll, Salad, Rice Bowl",55.4,14,Takeaway,Digital Wallet,Saturday,10,0,4,1,1
ORD-00478,2024-01-20 12:04:11.923149,CUST-0556,2,"Burger, Sandwich",21.54,34,Takeaway,Credit Card,Saturday,12,1,5,1,1
ORD-00206,2024-01-20 12:34:54.162708,CUST-0424,5,"Noodles, Sushi Roll, Pizza, Pasta, Beverage",68.26,38,Takeaway,Debit Card,Saturday,12,1,4,1,1
ORD-07500,2024-01-20 14:28:39.573523,CUST-0263,1,Sandwich,8.64,28,Takeaway,Digital Wallet,Saturday,14,1,2,1,1
ORD-01758,2024-01-20 14:35:14.129327,CUST-0625,5,"Pasta, Sushi Roll, Noodles, Sandwich, Dessert",62.65,36,Takeaway,Credit Card,Saturday,14,1,4,1,1
ORD-06171,2024-01-20 14:38:49.238586,CUST-0579,4,"Beverage, Sushi Roll, Noodles, Burger",50.0,30,Takeaway,Credit Card,Saturday,14,1,5,1,1
ORD-08912,2024-01-20 15:40:49.360323,CUST-0318,1,Sandwich,9.59,17,Takeaway,Cash,Saturday,15,0,1,1,1
ORD-05574,2024-01-20 16:45:49.442070,CUST-0919,4,"Sushi Roll, Beverage, Sandwich, Noodles",47.75,28,Takeaway,Cash,Saturday,16,0,5,1,1
ORD-01998,2024-01-20 19:57:34.558090,CUST-0940,5,"Rice Bowl, Noodles, Dessert, Sushi Roll, Pasta",77.5,35,Takeaway,Credit Card,Saturday,19,1,5,1,1
ORD-07367,2024-01-20 20:17:00.707737,CUST-0164,4,"Salad, Rice Bowl, Sushi Roll, Pasta",59.96,17,Takeaway,Debit Card,Saturday,20,1,4,1,1
ORD-01401,2024-01-20 20:26:44.201869,CUST-0328,5,"Pasta, Salad, Rice Bowl, Burger, Dessert",68.94,20,Takeaway,Debit Card,Saturday,20,1,5,1,1
ORD-02572,2024-01-20 23:25:07.078568,CUST-0273,2,"Noodles, Burger",27.77,28,Takeaway,Credit Card,Saturday,23,0,4,1,1
ORD-03016,2024-01-21 00:03:33.845429,CUST-0520,3,"Sandwich, Burger, Dessert",29.88,12,Takeaway,Cash,Sunday,0,0,1,1,1
ORD-03709,2024-01-21 00:12:44.345668,CUST-0803,2,"Sandwich, Pizza",21.06,29,Takeaway,Credit Card,Sunday,0,0,5,1,1
ORD-08583,2024-01-21 01:43:51.830097,CUST-0112,1,Sandwich,8.81,13,Takeaway,Cash,Sunday,1,0,5,1,1
ORD-01602,2024-01-21 01:57:35.788758,CUST-0385,2,"Beverage, Sushi Roll",21.62,41,Takeaway,Credit Card,Sunday,1,0,5,1,1
ORD-01607,2024-01-21 01:57:55.602093,CUST-0048,2,"Rice Bowl, Burger",29.03,18,Takeaway,Debit Card,Sunday,1,0,3,1,1
ORD-08337,2024-01-21 02:55:03.394348,CUST-0307,1,Pasta,18.75,10,Takeaway,Debit Card,Sunday,2,0,4,1,1
ORD-03541,2024-01-21 03:33:01.797950,CUST-0696,3,"Burger, Sandwich, Dessert",31.15,11,Takeaway,Debit Card,Sunday,3,0,4,1,1
ORD-05035,2024-01-21 03:57:25.043974,CUST-0661,5,"Pizza, Salad, Burger, Beverage, Rice Bowl",63.31,45,Takeaway,Credit Card,Sunday,3,0,3,1,1
ORD-05337,2024-01-21 04:11:23.336864,CUST-0604,1,Noodles,13.67,27,Takeaway,Credit Card,Sunday,4,0,5,1,1
ORD-01001,2024-01-21 04:23:33.426091,CUST-0111,5,"Burger, Noodles, Salad, Dessert, Pizza",54.89,31,Takeaway,Debit Card,Sunday,4,0,4,1,1
ORD-07198,2024-01-21 04:36:22.005108,CUST-0707,5,"Pizza, Noodles, Dessert, Burger, Sushi Roll",76.76,19,Takeaway,Digital Wallet,Sunday,4,0,5,1,1
ORD-09288,2024-01-21 05:05:03.530356,CUST-0687,4,"Salad, Dessert, Sandwich, Rice Bowl",42.29,19,Takeaway,Credit Card,Sunday,5,0,4,1,1
ORD-03425,2024-01-21 05:27:34.193600,CUST-0740,3,"Sushi Roll, Beverage, Pasta",32.18,28,Takeaway,Credit Card,Sunday,5,0,5,1,1
ORD-07865,2024-01-21 05:30:56.180094,CUST-0031,2,"Dessert, Rice Bowl",26.19,32,Takeaway,Debit Card,Sunday,5,0,4,1,1
ORD-09280,2024-01-21 05:34:46.091917,CUST-0440,5,"Pasta, Sushi Roll, Burger, Rice Bowl, Sandwich",73.13,30,Takeaway,Credit Card,Sunday,5,0,4,1,1
ORD-01548,2024-01-21 05:37:46.785496,CUST-0744,2,"Salad, Pasta",23.89,45,Takeaway,Debit Card,Sunday,5,0,4,1,1
ORD-07769,2024-01-21 07:32:49.234363,CUST-0954,4,"Beverage, Dessert, Sandwich, Sushi Roll",39.21,38,Takeaway,Credit Card,Sunday,7,0,4,1,1
ORD-03405,2024-01-21 08:08:19.252996,CUST-0343,5,"Pasta, Dessert, Sandwich, Sushi Roll, Rice Bowl",65.31,34,Takeaway,Digital Wallet,Sunday,8,0,4,1,1
ORD-02942,2024-01-21 11:24:06.189136,CUST-0527,2,"Rice Bowl, Burger",28.09,12,Takeaway,Debit Card,Sunday,11,1,5,1,1
ORD-00894,2024-01-21 11:26:09.789081,CUST-0481,4,"Beverage, Sushi Roll, Salad, Burger",46.71,31,Takeaway,Credit Card,Sunday,11,1,3,1,1
ORD-05797,2024-01-21 11:48:14.592637,CUST-0343,1,Sushi Roll,18.05,35,Takeaway,Debit Card,Sunday,11,1,5,1,1
ORD-06852,2024-01-21 12:56:39.998661,CUST-0100,2,"Sandwich, Dessert",14.52,17,Takeaway,Credit Card,Sunday,12,1,5,1,1
ORD-01431,2024-01-21 16:23:34.896811,CUST-0069,5,"Salad, Sushi Roll, Burger, Noodles, Sandwich",75.45,18,Takeaway,Credit Card,Sunday,16,0,5,1,1
ORD-00616,2024-01-21 16:56:45.356471,CUST-0776,4,"Beverage, Rice Bowl, Sushi Roll, Dessert",41.88,22,Takeaway,Credit Card,Sunday,16,0,5,1,1
ORD-09474,2024-01-21 17:26:42.215170,CUST-0798,5,"Noodles, Pasta, Burger, Beverage, Rice Bowl",57.45,23,Takeaway,Debit Card,Sunday,17,0,4,1,1
ORD-05936,2024-01-21 17:37:12.290557,CUST-0935,4,"Rice Bowl, Sushi Roll, Sandwich, Dessert",51.45,19,Takeaway,Digital Wallet,Sunday,17,0,4,1,1
ORD-09130,2024-01-21 17:39:03.763692,CUST-0563,5,"Beverage, Rice Bowl, Noodles, Dessert, Sandwich",49.41,35,Takeaway,Digital Wallet,Sunday,17,0,4,1,1
ORD-09749,2024-01-21 17:52:58.486410,CUST-0734,4,"Beverage, Noodles, Burger, Sandwich",35.07,39,Takeaway,Debit Card,Sunday,17,0,5,1,1
ORD-09260,2024-01-21 18:32:06.243693,CUST-0186,3,"Rice Bowl, Beverage, Sandwich",28.74,18,Takeaway,Debit Card,Sunday,18,1,5,1,1
ORD-04764,2024-01-21 19:58:03.196791,CUST-0617,4,"Rice Bowl, Pizza, Sandwich, Pasta",61.83,21,Takeaway,Debit Card,Sunday,19,1,3,1,1
ORD-01654,2024-01-21 21:29:20.451971,CUST-0139,5,"Pasta, Burger, Pizza, Salad, Sushi Roll",78.31,21,Takeaway,Digital Wallet,Sunday,21,1,5,1,1
ORD-03136,2024-01-21 22:06:50.570386,CUST-0152,4,"Beverage, Dessert, Pizza, Sandwich",33.94,27,Takeaway,Cash,Sunday,22,0,5,1,1
ORD-07975,2024-01-21 22:43:44.373113,CUST-0453,2,"Sandwich, Salad",21.41,39,Takeaway,Debit Card,Sunday,22,0,2,1,1
ORD-08296,2024-01-21 22:45:46.579869,CUST-0320,1,Pizza,22.95,19,Takeaway,Digital Wallet,Sunday,22,0,3,1,1
ORD-09596,2024-01-21 23:01:48.812476,CUST-0786,4,"Rice Bowl, Noodles, Pasta, Sandwich",58.21,42,Takeaway,Digital Wallet,Sunday,23,0,4,1,1
ORD-03498,2024-01-21 23:09:24.848182,CUST-0880,5,"Beverage, Sandwich, Dessert, Noodles, Burger",46.26,15,Takeaway,Credit Card,Sunday,23,0,4,1,1
